Alternative_Discussed__c,Followups__c,Stop_Work__c,Thank__c,Additional_Comments__c,Is_this_an_office_or_field_observation__c,Location__c,Observation_Time__c
true,true,false,true,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Office,Krasnolesnyy,2018-05-17T20:14:43Z
true,false,false,true,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Office,Choloma,2018-02-21T15:19:44Z
true,true,false,true,"",Office,Murça,2019-02-03T15:31:18Z
true,true,false,true,"",Field,Červená Voda,2018-07-30T07:00:16Z
true,false,false,true,"",Office,Agana Heights Village,2018-08-02T22:40:26Z
false,true,false,false,"",Field,Dobřív,2018-04-17T12:37:15Z
false,true,true,false,"",Field,Heishui,2018-07-07T07:43:17Z
true,true,true,true,"",Office,Bakhmach,2018-10-21T19:24:53Z
false,false,true,false,"",Office,Khōshī,2018-09-14T19:02:01Z
false,true,true,false,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Field,Thetford-Mines,2018-12-12T02:05:53Z
true,true,false,false,"",Office,Lanot,2018-02-28T23:33:34Z
true,false,true,true,"",Office,København,2018-12-05T11:17:03Z
true,true,false,false,"",Field,Borisovka,2018-05-30T22:31:36Z
true,true,false,true,"",Field,Wushishi,2018-12-11T12:33:20Z
true,true,true,true,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Office,Puerto Bello,2018-10-13T20:11:57Z
true,true,true,true,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Field,Beigucheng,2018-09-28T20:38:00Z
true,true,true,false,"",Field,Novosel’ye,2018-03-18T22:17:59Z
true,true,true,true,"",Field,Korop,2018-11-18T10:58:53Z
false,true,true,true,In congue. Etiam justo. Etiam pretium iaculis justo.,Field,Ribeiro,2018-04-06T05:29:37Z
true,false,false,false,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Field,Kondinskoye,2018-08-06T22:12:24Z
true,true,false,false,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Field,Nankou,2018-02-28T00:30:58Z
true,false,false,true,"",Field,Villa Castelli,2018-11-05T12:49:00Z
true,true,false,true,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Field,Pasarbaru,2018-07-18T19:30:04Z
true,true,true,false,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Field,Tupã,2018-11-25T17:35:18Z
false,false,true,true,"",Office,Bojongaren,2018-03-26T06:42:32Z
false,false,true,false,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Office,Calumpang,2018-08-12T14:19:33Z
true,false,true,false,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Field,Östhammar,2018-03-20T09:50:12Z
true,true,false,false,"",Field,Wojaszówka,2018-11-06T14:52:14Z
true,true,true,true,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Field,Lysychovo,2019-02-04T03:26:32Z
false,true,true,true,"",Office,Małkinia Górna,2018-07-30T05:22:49Z
false,false,true,false,"",Office,Rabak,2019-01-11T07:53:06Z
true,false,false,false,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Office,San Cosme y Damián,2018-05-13T02:53:37Z
false,true,false,false,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Office,Le Pontet,2018-05-20T03:48:34Z
true,false,false,true,"",Field,Mmathubudukwane,2018-03-10T12:09:49Z
false,true,true,false,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Office,San Diego,2018-12-22T22:03:40Z
false,false,true,false,"",Office,Salitrillos,2018-03-26T17:19:47Z
true,false,true,false,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Field,Erfangping,2018-05-13T10:44:27Z
true,true,false,true,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Office,Dachnoye,2018-04-16T19:40:13Z
false,false,true,true,"",Office,Ochojno,2018-08-15T16:58:24Z
true,false,true,true,"",Office,Watsa,2018-05-24T06:25:25Z
true,false,true,true,"",Field,Krajan,2019-01-07T23:05:56Z
false,false,true,false,"",Office,Sincé,2018-05-24T12:28:51Z
true,true,true,false,"",Office,San José de las Lajas,2018-06-21T22:49:59Z
false,false,false,true,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Field,San Miguel Dueñas,2018-08-07T15:46:15Z
false,false,true,true,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Office,Bueng Khong Long,2018-02-22T00:01:34Z
true,false,false,false,"",Field,Shanghu,2019-01-27T06:27:20Z
false,true,false,false,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Field,Ljungby,2019-01-21T04:52:21Z
true,true,true,true,"",Field,Tuam,2018-07-30T01:13:08Z
false,false,true,false,"",Office,Bolengpulau,2018-06-23T01:50:51Z
false,true,true,false,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Office,La Gomera,2018-04-04T03:37:58Z
true,true,false,true,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Field,Famaillá,2018-03-22T06:45:52Z
true,true,true,false,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Office,Troyes,2018-10-08T03:44:37Z
true,false,true,false,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Field,Falköping,2018-02-20T11:14:43Z
true,true,false,false,"",Field,Roma,2018-09-26T06:34:58Z
true,false,false,true,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Office,Kathmandu,2018-12-04T23:00:29Z
true,true,true,false,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Office,Banjar Dauhpangkung,2018-02-23T01:06:15Z
true,false,true,false,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Field,Barurao,2018-10-16T20:39:31Z
true,true,true,false,"",Office,Sâmraông,2018-03-30T20:57:16Z
true,false,false,true,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Office,Oranzherei,2019-01-01T18:27:15Z
true,false,false,false,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Office,Pesqueira,2018-08-20T20:23:18Z
true,false,false,false,"",Field,Laoag,2018-06-03T23:42:16Z
true,false,true,true,"",Field,Rozhdestveno,2018-07-16T00:03:24Z
true,false,true,false,"",Field,Bandera,2018-05-23T19:08:50Z
false,false,true,true,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Field,Gandu,2018-11-22T04:20:47Z
true,true,false,false,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Field,Bangui,2018-07-17T17:42:42Z
false,true,false,false,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Field,Krzeczów,2018-11-06T21:56:11Z
true,true,false,true,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Office,Oakland,2018-10-04T17:59:23Z
false,true,true,false,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Office,Congonhas,2018-09-30T10:07:16Z
false,false,true,true,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Field,Louka,2018-08-25T09:40:04Z
true,false,true,false,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Field,Xiaozhai,2018-05-27T00:43:15Z
false,true,false,true,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Field,São Miguel do Iguaçu,2018-04-15T06:57:37Z
false,true,true,true,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Field,Sindangbarang,2018-04-07T05:52:10Z
true,false,false,true,"",Office,Ptghunk’,2018-06-16T11:17:52Z
true,false,false,true,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Office,Belfast,2019-01-05T03:58:55Z
false,false,false,false,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Field,Guanshan,2018-03-29T05:52:27Z
false,true,true,true,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Field,Tambobamba,2018-04-19T03:22:52Z
false,true,true,false,"",Field,Ordzhonikidzevskiy,2018-09-13T18:22:12Z
true,true,true,true,"",Office,Bang Phlat,2018-04-01T18:33:40Z
true,true,false,true,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Office,Tuanjie,2018-05-23T23:51:47Z
true,true,false,true,Fusce consequat. Nulla nisl. Nunc nisl.,Field,Zhongcun,2018-07-21T01:39:15Z
false,true,true,false,"",Office,Jeziora Wielkie,2018-06-06T13:58:30Z
true,false,true,false,"",Field,Ziketan,2018-06-09T14:55:39Z
false,true,true,false,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Field,Kyparissía,2018-06-11T09:32:34Z
true,true,true,false,"",Office,Escazú,2018-03-20T19:55:55Z
false,false,false,true,"",Office,Severka,2018-10-23T03:14:20Z
false,false,false,true,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Office,Repentigny,2018-08-31T16:13:52Z
true,true,true,true,"",Office,Murowana Goślina,2018-08-03T05:50:09Z
false,false,false,true,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Field,Steinsel,2018-03-21T17:20:24Z
false,false,false,true,"",Field,Sobreira,2018-10-30T17:12:41Z
false,false,true,false,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Field,Lifuta,2018-08-16T08:23:29Z
true,false,false,false,"",Office,Divnomorskoye,2018-04-05T09:53:18Z
false,true,true,false,"",Office,Bokat,2019-01-18T06:49:07Z
true,false,false,false,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Field,Biały Bór,2018-03-03T09:40:13Z
true,true,true,false,"",Office,Zhulebino,2019-01-28T02:19:20Z
true,true,false,true,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Field,Bologna,2019-02-16T01:55:57Z
true,false,false,true,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Office,Shah Alam,2018-11-14T18:50:58Z
true,true,false,false,"",Office,Chaumont,2018-08-27T18:23:45Z
false,false,true,false,"",Office,Täby,2018-07-28T10:36:14Z
false,true,false,true,"",Field,Babakanloa,2019-01-22T02:14:43Z
false,false,false,true,"",Office,Fort Wayne,2018-03-08T18:51:26Z
false,true,false,false,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Office,Cochadas,2018-12-17T08:41:05Z
true,true,true,false,"",Office,Kamifukuoka,2018-07-23T15:41:06Z
false,false,false,true,"",Field,Columbus,2018-08-01T16:15:08Z
false,true,false,true,"",Office,Bunda,2018-06-17T02:08:53Z
true,true,false,true,"",Field,Ōtsuchi,2018-06-09T16:39:52Z
true,true,true,false,"",Field,Waldbredimus,2018-10-12T13:10:25Z
true,true,true,true,"",Field,Wonokerto,2018-11-06T03:14:07Z
false,false,false,true,"",Office,Sydney,2018-10-31T09:04:46Z
true,false,true,false,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Field,Darovskoy,2018-08-29T00:38:08Z
false,true,false,false,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Field,Babo-Pangulo,2019-01-31T02:15:25Z
false,false,true,true,"",Field,Emiliano Zapata,2018-05-06T07:17:37Z
false,true,true,true,"",Field,Vihti,2018-09-13T19:04:22Z
true,false,false,false,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Field,Velingrad,2018-09-15T18:54:02Z
true,false,true,false,"",Field,Werasari,2018-12-07T07:51:30Z
false,true,true,false,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Office,Massy,2018-10-25T23:48:54Z
false,false,true,false,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Field,Ngrowo,2018-07-20T00:06:26Z
false,true,true,true,"",Office,Molave,2018-12-01T15:07:52Z
true,false,false,true,"",Field,Beiyang,2018-10-13T07:43:22Z
true,false,true,true,"",Field,Estacion,2019-01-31T03:53:56Z
true,false,false,false,"",Office,Samuhú,2018-11-21T22:19:41Z
true,true,true,false,"",Office,Coronel Fabriciano,2018-10-23T16:53:29Z
true,true,false,true,"",Field,Cullinan,2018-03-22T03:38:12Z
false,false,false,false,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Field,Starobachaty,2018-04-20T21:10:40Z
true,true,false,true,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Field,San Benito,2018-05-27T12:21:46Z
true,true,true,false,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Office,Qianjin,2018-04-12T06:00:13Z
false,false,true,false,"",Office,Qingminghe,2018-09-14T15:34:29Z
true,true,false,false,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Field,Būr Safājah,2018-11-07T03:36:52Z
false,true,true,false,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Field,Matagami,2018-12-11T15:12:25Z
true,true,true,true,"",Field,Guoyuan,2018-07-22T20:19:30Z
false,true,true,true,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Field,Zalaegerszeg,2018-04-01T02:17:47Z
false,true,true,true,"",Office,Santa Catalina Norte,2018-09-18T07:00:47Z
false,false,true,false,"",Office,Gyeongsan-si,2018-04-29T02:31:27Z
false,false,false,false,"",Office,Mehtar Lām,2018-07-11T13:50:30Z
false,false,true,false,"",Office,Loma Alta,2018-12-04T10:51:45Z
false,false,true,false,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Field,Junzhuang,2018-07-14T20:44:51Z
true,true,true,false,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Office,Tuusula,2018-04-08T12:21:15Z
false,false,true,false,"",Office,Langpas,2018-11-18T02:25:49Z
true,true,false,true,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Field,Luwan,2018-07-31T05:50:46Z
false,false,false,true,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Field,Chandmanĭ,2018-06-02T13:06:45Z
false,false,true,false,Fusce consequat. Nulla nisl. Nunc nisl.,Field,Shangrao,2018-05-20T07:48:41Z
false,true,true,true,"",Office,Riangkroko,2019-01-15T18:26:40Z
false,true,true,true,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Office,Nowe Brzesko,2018-08-29T19:10:02Z
false,false,true,false,"",Office,Oslo,2018-05-22T03:13:14Z
true,true,false,true,"",Office,Niedzica,2019-01-29T14:33:50Z
true,false,false,true,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Field,Ḩabīl ar Raydah,2019-01-07T16:46:25Z
true,true,true,false,"",Office,Ban Ko Lan,2019-02-02T16:11:54Z
true,true,false,false,"",Office,Saryshaghan,2018-03-13T14:31:03Z
true,true,false,false,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Field,James Craik,2018-04-04T12:40:50Z
true,false,false,true,"",Field,Danyang,2018-09-28T03:34:18Z
true,false,false,true,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Field,Smokvica,2018-03-15T15:49:57Z
false,false,true,true,"",Office,Kerema,2018-04-15T16:02:29Z
false,true,true,true,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Field,Nerk’in Getashen,2019-02-06T18:08:32Z
false,true,true,false,"",Office,Yihe,2018-09-10T11:51:55Z
false,true,false,true,"",Office,Helvecia,2018-11-11T14:46:10Z
false,false,true,false,"",Field,Železný Brod,2018-05-13T04:35:44Z
true,true,false,true,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Office,Llalli,2019-01-10T19:00:37Z
false,false,false,true,"",Field,Visconde do Rio Branco,2018-05-18T04:44:01Z
false,false,true,false,"",Field,La Ronge,2018-06-12T01:53:29Z
false,true,true,false,"",Field,Ad Darbāsīyah,2018-09-16T21:41:14Z
false,false,false,false,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Field,Xujia,2018-08-12T12:17:15Z
true,false,false,true,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Office,Vaughan,2018-09-10T23:34:59Z
true,true,true,false,"",Field,Tongqing,2019-01-01T22:42:56Z
false,true,false,true,"",Office,Naikolan,2019-02-09T00:19:59Z
false,false,true,false,Fusce consequat. Nulla nisl. Nunc nisl.,Office,Niulanshan,2018-02-24T02:46:36Z
false,true,true,true,"",Office,Blessington,2019-01-31T22:28:36Z
false,false,false,false,"",Field,Mandaluyong City,2018-10-03T10:33:14Z
false,false,true,true,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Office,Utrecht (stad),2018-08-03T05:46:53Z
true,true,false,true,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Field,Urug,2018-10-30T20:39:11Z
false,false,false,true,"",Field,Sinmak,2018-06-14T06:15:33Z
true,false,true,false,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Office,Muarasiau,2018-08-18T19:41:39Z
true,false,true,true,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Office,Mineralni Bani,2018-11-20T22:56:21Z
false,false,true,false,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Office,Progreso,2018-05-03T17:51:40Z
false,true,false,true,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Field,Oemofa,2018-10-02T23:47:43Z
false,false,false,true,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Office,Gò Dầu,2018-12-15T03:46:28Z
true,true,false,false,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Office,Jaguaribe,2018-03-20T14:46:29Z
false,true,true,false,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Office,Torre do Pinhão,2019-01-06T18:11:15Z
true,false,false,true,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Field,Liushi,2018-04-24T05:54:34Z
false,true,true,true,"",Field,Pasarkayu,2019-01-07T17:54:08Z
true,false,true,false,"",Field,Sumberagung,2018-10-18T22:44:42Z
false,true,false,false,"",Office,Ash Shuqayrah,2018-02-22T18:36:20Z
false,false,true,true,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Field,Tegalrejo,2018-11-20T21:51:49Z
false,true,true,false,"",Office,Longquan,2018-04-26T00:02:31Z
true,false,false,true,"",Field,Newark,2019-02-15T09:16:59Z
false,true,true,false,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Field,Všemina,2018-06-25T20:31:08Z
false,true,false,false,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Field,Sungaibengkal,2018-08-30T23:25:57Z
true,true,true,true,"",Office,Shiyan,2018-04-26T20:53:11Z
true,true,true,true,"",Office,Changsheng,2018-06-24T03:19:44Z
false,false,false,true,"",Field,Mambusao,2018-08-13T07:30:28Z
true,false,false,true,"",Field,Santa Justina,2018-06-20T01:49:15Z
false,false,false,false,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Office,Miguel Hidalgo,2018-04-13T02:05:34Z
true,false,false,true,"",Office,Mataguži,2018-05-15T08:21:19Z
false,true,false,true,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Field,Warlubie,2018-05-30T19:36:32Z
true,true,false,false,"",Office,Valbonë,2018-04-18T02:21:15Z
false,true,false,true,"",Office,Al Manşūrah,2018-11-26T17:46:31Z
false,true,false,false,"",Office,Piraí,2018-06-13T13:03:07Z
false,true,false,false,"",Field,Sanhe,2018-06-19T20:36:59Z
true,false,true,true,"",Field,Mejdan - Obilićevo,2018-05-17T08:58:39Z
false,true,false,false,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Field,Lazeshchyna,2018-11-20T21:36:44Z
false,false,false,false,"",Field,Dos Quebradas,2018-03-27T08:37:20Z
false,true,false,true,"",Field,Zaliztsi,2018-04-08T01:46:40Z
true,true,false,true,"",Field,Postira,2018-10-18T08:28:52Z
false,true,true,false,Fusce consequat. Nulla nisl. Nunc nisl.,Field,Newport News,2018-08-26T09:43:06Z
true,false,true,false,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Field,Hechuan,2018-06-10T13:46:31Z
false,false,true,false,"",Field,Teruel,2018-03-30T02:35:08Z
true,true,true,false,"",Field,Pogwizdów,2019-01-07T04:41:41Z
true,true,false,true,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Field,Taihe,2018-06-29T09:44:50Z
false,true,true,true,"",Field,Coroatá,2018-07-25T01:51:21Z
false,true,true,false,"",Office,Koło,2018-05-12T11:51:48Z
true,false,false,true,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Office,Des Moines,2018-12-21T13:09:36Z
false,true,true,false,"",Field,Lipno,2018-04-15T12:49:32Z
true,true,false,false,"",Office,Pavlodol’skaya,2018-07-16T13:09:02Z
true,false,true,true,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Field,Sorong,2018-07-25T11:02:16Z
true,true,true,false,"",Field,Shuinan,2018-04-11T15:20:53Z
true,true,true,false,"",Office,Kovel’,2018-06-05T18:53:15Z
false,true,false,false,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,Field,Dazhan,2018-11-11T10:31:44Z
true,false,false,true,"",Office,El Arañado,2018-12-06T03:47:30Z
false,false,true,false,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Field,Longtan,2018-04-09T20:51:46Z
false,true,true,true,In congue. Etiam justo. Etiam pretium iaculis justo.,Office,Laohugang,2018-05-02T03:09:49Z
true,true,true,true,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Field,Ruukki,2018-04-13T14:33:32Z
false,true,false,true,"",Office,Cambridge,2018-12-22T07:29:14Z
true,false,true,false,"",Office,Ḩabūr,2018-11-04T20:53:49Z
true,true,true,false,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Office,Shuangqiao,2019-02-18T02:05:20Z
true,true,false,true,"",Office,Salām Khēl,2018-10-13T15:25:50Z
true,true,true,true,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Office,Chaltyr,2018-12-22T07:22:49Z
false,false,true,true,"",Office,Qiryat Motzkin,2018-10-17T18:44:10Z
true,false,false,false,"",Office,Twyford,2018-05-22T02:24:12Z
true,true,false,true,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Field,Catamayo,2018-10-01T09:22:24Z
false,true,true,true,"",Office,Xinglong,2018-05-05T15:44:54Z
true,false,false,false,"",Office,La Cruz de Taratara,2018-03-14T15:20:57Z
true,true,true,true,"",Office,Funan Chengguanzhen,2018-04-22T07:50:15Z
